,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,zipcode,airbnb_price_mean,airbnb_record_count
3680,Murrumbeena,4,h,1800000.0,12.1,3163.0,4.0,2.0,2.0,990.0,267.0,2003.0,-37.8916,145.0753,4442.0,3163.0,94.2051282051282,156.0
3681,Murrumbeena,2,t,745500.0,12.1,3163.0,2.0,1.0,1.0,186.0,110.0,1980.0,-37.8947,145.0722,4442.0,3163.0,94.2051282051282,156.0
3682,Ormond,3,h,1401000.0,11.8,3204.0,3.0,2.0,2.0,650.0,150.0,1950.0,-37.8986,145.0359,3578.0,,,
3683,Ormond,4,h,2250000.0,11.8,3204.0,4.0,1.0,2.0,903.0,235.0,1985.0,-37.9062,145.0263,3578.0,,,
3684,Ormond,4,h,1715000.0,11.8,3204.0,4.0,2.0,2.0,705.0,226.0,1922.0,-37.9035,145.028,3578.0,,,
3685,Ormond,1,u,250000.0,11.8,3204.0,1.0,1.0,1.0,0.0,36.0,1960.0,-37.9028,145.0475,3578.0,,,
3686,Ormond,4,h,1918000.0,11.8,3204.0,4.0,2.0,1.0,678.0,162.0,1920.0,-37.9065,145.0461,3578.0,,,
3687,Ormond,3,u,900000.0,11.8,3204.0,3.0,1.0,1.0,265.0,91.0,1990.0,-37.906,145.04,3578.0,,,
3688,Ormond,3,h,1770000.0,11.8,3204.0,3.0,2.0,2.0,667.0,142.0,1950.0,-37.9088,145.0471,3578.0,,,
3689,Ormond,3,t,1250000.0,11.8,3204.0,3.0,2.0,2.0,326.0,188.0,2000.0,-37.903,145.0285,3578.0,,,
3690,Ormond,3,u,822500.0,11.8,3204.0,3.0,2.0,3.0,0.0,93.0,1970.0,-37.9018,145.0477,3578.0,,,
3691,Ormond,2,h,810000.0,11.8,3204.0,2.0,1.0,1.0,210.0,90.0,1996.0,-37.9001,145.0428,3578.0,,,
3692,Ormond,3,h,1322000.0,11.8,3204.0,3.0,1.0,1.0,551.0,156.0,1940.0,-37.9036,145.0521,3578.0,,,
3693,Ormond,4,h,1845000.0,11.8,3204.0,4.0,3.0,1.0,718.0,189.0,1939.0,-37.9061,145.0509,3578.0,,,
3694,Ormond,3,h,1535000.0,11.8,3204.0,3.0,1.0,2.0,578.0,140.0,1935.0,-37.9047,145.0274,3578.0,,,
3695,Ormond,4,h,2005000.0,11.8,3204.0,4.0,2.0,2.0,691.0,193.0,1935.0,-37.905,145.029,3578.0,,,
3696,Ormond,3,u,932000.0,11.8,3204.0,3.0,2.0,1.0,180.0,92.0,1997.0,-37.9069,145.041,3578.0,,,
3697,Ormond,4,h,1500000.0,11.8,3204.0,4.0,2.0,2.0,862.0,153.0,1970.0,-37.8993,145.0447,3578.0,,,
3698,Ormond,4,h,1390000.0,11.8,3204.0,4.0,2.0,2.0,666.0,158.0,1937.0,-37.9032,145.049,3578.0,,,
3699,Ormond,3,h,940000.0,11.8,3204.0,3.0,1.0,1.0,397.0,124.0,1940.0,-37.9064,145.0291,3578.0,,,
3700,Ormond,1,u,296000.0,11.8,3204.0,1.0,1.0,1.0,0.0,36.0,1970.0,-37.9028,145.0426,3578.0,,,
3701,Ormond,2,u,475000.0,11.8,3204.0,2.0,1.0,1.0,0.0,52.0,2011.0,-37.8986,145.042,3578.0,,,
3702,Ormond,3,u,820000.0,11.8,3204.0,3.0,2.0,1.0,238.0,127.0,1998.0,-37.9062,145.02700000000004,3578.0,,,
3703,Ormond,3,u,940000.0,11.8,3204.0,3.0,2.0,1.0,382.0,137.0,1998.0,-37.9061,145.0478,3578.0,,,
3704,Ormond,3,h,1470000.0,11.8,3204.0,3.0,2.0,2.0,0.0,163.0,1980.0,-37.9071,145.0439,3578.0,,,
3705,Ormond,2,u,430000.0,11.8,3204.0,2.0,1.0,1.0,0.0,69.0,1970.0,-37.903,145.0452,3578.0,,,
3706,Ormond,1,u,362000.0,11.8,3204.0,1.0,1.0,1.0,0.0,44.0,2010.0,-37.9016,145.0414,3578.0,,,
3707,Ormond,2,u,410000.0,11.8,3204.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.903,145.0452,3578.0,,,
3708,Ormond,2,h,1177000.0,11.8,3204.0,2.0,1.0,2.0,452.0,105.0,1930.0,-37.9024,145.0539,3578.0,,,
3709,Ormond,2,u,617500.0,11.8,3204.0,2.0,1.0,1.0,94.0,91.0,1970.0,-37.9011,145.0474,3578.0,,,
3710,Ormond,2,u,405000.0,11.8,3204.0,2.0,1.0,1.0,0.0,68.0,1970.0,-37.9031,145.0444,3578.0,,,
3711,West Footscray,6,h,1020000.0,8.2,3012.0,6.0,3.0,2.0,554.0,199.0,1940.0,-37.8053,144.8681,5058.0,,,
3712,West Footscray,2,h,912500.0,8.2,3012.0,2.0,1.0,1.0,444.0,98.0,1940.0,-37.7933,144.876,5058.0,,,
3713,West Footscray,4,h,710000.0,8.2,3012.0,4.0,1.0,1.0,255.0,131.0,1920.0,-37.7906,144.8687,5058.0,,,
3714,West Footscray,4,h,837000.0,8.2,3012.0,4.0,2.0,3.0,390.0,149.0,1950.0,-37.7926,144.8639,5058.0,,,
3715,West Footscray,4,h,850000.0,8.2,3012.0,4.0,2.0,2.0,497.0,179.0,1980.0,-37.7903,144.8639,5058.0,,,
3716,West Footscray,6,u,520000.0,8.2,3012.0,4.0,2.0,1.0,0.0,171.0,1970.0,-37.809,144.8686,5058.0,,,
3717,West Footscray,3,u,347000.0,8.2,3012.0,2.0,1.0,1.0,0.0,56.0,1965.0,-37.7964,144.8672,5058.0,,,
3718,West Footscray,2,h,438000.0,8.2,3012.0,2.0,1.0,2.0,0.0,75.0,1970.0,-37.7952,144.8749,5058.0,,,
3719,West Footscray,2,h,415000.0,8.2,3012.0,2.0,1.0,1.0,80.0,64.0,1980.0,-37.806,144.8674,5058.0,,,
3720,West Footscray,3,h,723000.0,8.2,3012.0,3.0,1.0,2.0,302.0,125.0,1938.0,-37.8066,144.8666,5058.0,,,
3721,West Footscray,4,u,530000.0,8.2,3012.0,4.0,2.0,1.0,0.0,171.0,1970.0,-37.809,144.8686,5058.0,,,
3722,West Footscray,3,h,967000.0,8.2,3012.0,3.0,1.0,2.0,347.0,113.0,1925.0,-37.8067,144.8761,5058.0,,,
3723,West Footscray,3,h,840000.0,8.2,3012.0,3.0,1.0,1.0,442.0,123.0,1950.0,-37.7914,144.8812,5058.0,,,
3724,West Footscray,3,h,910000.0,8.2,3012.0,3.0,1.0,1.0,412.0,162.0,1980.0,-37.7941,144.881,5058.0,,,
3725,West Footscray,3,h,820000.0,8.2,3012.0,3.0,1.0,3.0,440.0,131.0,1950.0,-37.7937,144.8732,5058.0,,,
3726,West Footscray,3,h,756000.0,8.2,3012.0,3.0,1.0,1.0,353.0,360.0,1925.0,-37.7915,144.8733,5058.0,,,
3727,West Footscray,3,t,620000.0,8.2,3012.0,3.0,1.0,2.0,255.0,148.0,2001.0,-37.8038,144.8679,5058.0,,,
3728,West Footscray,3,h,875000.0,8.2,3012.0,3.0,2.0,3.0,336.0,94.0,1910.0,-37.7995,144.8794,5058.0,,,
3729,West Footscray,4,h,830000.0,8.2,3012.0,2.0,1.0,2.0,426.0,144.0,1930.0,-37.7919,144.8793,5058.0,,,
3730,West Footscray,2,u,545000.0,8.2,3012.0,2.0,1.0,1.0,154.0,2.0,2005.0,-37.8004,144.8647,5058.0,,,
3731,West Footscray,3,h,913000.0,8.2,3012.0,3.0,1.0,3.0,448.0,96.0,1925.0,-37.7911,144.8821,5058.0,,,
3732,West Footscray,2,h,850000.0,8.2,3012.0,2.0,1.0,2.0,462.0,101.0,1960.0,-37.8009,144.8653,5058.0,,,
3733,West Footscray,2,h,770000.0,8.2,3012.0,3.0,1.0,1.0,267.0,95.0,1940.0,-37.8021,144.8629,5058.0,,,
3734,West Footscray,3,h,1575000.0,8.2,3012.0,3.0,1.0,4.0,1000.0,85.0,1930.0,-37.7936,144.8639,5058.0,,,
3735,West Footscray,1,u,288000.0,8.2,3012.0,1.0,1.0,1.0,628.0,44.0,1970.0,-37.7993,144.8794,5058.0,,,
3736,West Footscray,3,h,1151500.0,8.2,3012.0,4.0,1.0,2.0,536.0,113.0,1925.0,-37.7978,144.8743,5058.0,,,
3737,West Footscray,3,h,860000.0,8.2,3012.0,3.0,1.0,2.0,501.0,147.0,1960.0,-37.7912,144.868,5058.0,,,
3738,West Footscray,3,h,805000.0,8.2,3012.0,3.0,1.0,3.0,372.0,96.0,1920.0,-37.796,144.8728,5058.0,,,
3739,West Footscray,2,h,450000.0,8.2,3012.0,2.0,1.0,1.0,0.0,90.0,1980.0,-37.7956,144.8762,5058.0,,,
3740,West Footscray,2,u,420000.0,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,2013.0,-37.8079,144.8684,5058.0,,,
3741,West Footscray,3,h,878000.0,8.2,3012.0,3.0,1.0,1.0,397.0,127.0,1960.0,-37.7901,144.8682,5058.0,,,
3742,Albion,2,h,765000.0,13.9,3020.0,2.0,1.0,2.0,672.0,111.0,1958.0,-37.7812,144.8121,2185.0,,,
3743,Albion,3,h,730000.0,13.9,3020.0,3.0,2.0,3.0,628.0,140.0,1960.0,-37.7801,144.8121,2185.0,,,
3744,Albion,2,h,730000.0,13.9,3020.0,2.0,1.0,0.0,697.0,94.0,1970.0,-37.7778,144.81799999999996,2185.0,,,
3745,Albion,3,h,593000.0,13.9,3020.0,3.0,2.0,2.0,605.0,102.0,1965.0,-37.7792,144.8117,2185.0,,,
3746,Albion,4,h,816000.0,13.9,3020.0,4.0,1.0,2.0,837.0,156.0,1930.0,-37.7825,144.8221,2185.0,,,
3747,Albion,2,h,600000.0,13.9,3020.0,2.0,1.0,1.0,534.0,90.0,1950.0,-37.7795,144.8204,2185.0,,,
3748,Albion,3,h,600000.0,13.9,3020.0,3.0,1.0,1.0,697.0,110.0,1928.0,-37.7842,144.8175,2185.0,,,
3749,Albion,1,u,185000.0,13.9,3020.0,1.0,1.0,1.0,2347.0,43.0,1975.0,-37.7852,144.8272,2185.0,,,
3750,Albion,2,t,319000.0,13.9,3020.0,2.0,1.0,1.0,0.0,78.0,1970.0,-37.7796,144.8252,2185.0,,,
3751,Albion,3,u,560000.0,13.9,3020.0,3.0,2.0,7.0,420.0,150.0,1970.0,-37.7848,144.8231,2185.0,,,
3752,Albion,3,h,840000.0,13.9,3020.0,3.0,1.0,0.0,697.0,153.0,1920.0,-37.7809,144.8228,2185.0,,,
3753,Brooklyn,2,h,507000.0,10.9,3012.0,2.0,1.0,2.0,191.0,87.0,2014.0,-37.8226,144.8392,962.0,,,
3754,Glen Huntly,3,h,1160000.0,10.4,3163.0,3.0,1.0,2.0,553.0,137.0,1930.0,-37.8878,145.0456,2403.0,3163.0,94.2051282051282,156.0
3755,Glen Huntly,3,h,1330000.0,10.4,3163.0,3.0,2.0,1.0,295.0,176.0,1930.0,-37.8904,145.0387,2403.0,3163.0,94.2051282051282,156.0
3756,Glen Huntly,2,t,636500.0,10.4,3163.0,2.0,1.0,1.0,0.0,68.0,1970.0,-37.8866,145.0396,2403.0,3163.0,94.2051282051282,156.0
3757,Glen Huntly,5,h,2575000.0,10.4,3163.0,5.0,3.0,2.0,688.0,347.0,1910.0,-37.8921,145.0381,2403.0,3163.0,94.2051282051282,156.0
3758,Glen Huntly,2,t,710000.0,10.4,3163.0,2.0,1.0,1.0,0.0,78.0,1970.0,-37.8866,145.0396,2403.0,3163.0,94.2051282051282,156.0
3759,Glen Huntly,2,u,640000.0,10.4,3163.0,2.0,1.0,1.0,1784.0,110.0,1970.0,-37.8966,145.0453,2403.0,3163.0,94.2051282051282,156.0
3760,Oakleigh,2,h,305000.0,14.0,3166.0,2.0,1.0,1.0,0.0,80.0,1960.0,-37.8994,145.0955,3224.0,,,
3761,Oakleigh,2,u,400000.0,14.0,3166.0,2.0,1.0,1.0,0.0,87.0,2004.0,-37.8991,145.0939,3224.0,,,
3762,Oakleigh,3,h,880000.0,14.0,3166.0,3.0,1.0,1.0,670.0,118.0,1925.0,-37.9033,145.1006,3224.0,,,
3763,Oakleigh,3,h,1045000.0,14.0,3166.0,3.0,1.0,2.0,602.0,107.0,1950.0,-37.8923,145.1013,3224.0,,,
3764,Oakleigh,3,u,690000.0,14.0,3166.0,3.0,1.0,2.0,340.0,103.0,1930.0,-37.8968,145.0983,3224.0,,,
3765,Oakleigh,3,h,1050000.0,14.0,3166.0,3.0,2.0,2.0,544.0,146.0,1970.0,-37.9055,145.1024,3224.0,,,
3766,Oakleigh,3,h,865000.0,14.0,3166.0,2.0,1.0,2.0,691.0,140.0,1950.0,-37.9109,145.0995,3224.0,,,
3767,Oakleigh,3,h,1033000.0,14.0,3166.0,3.0,1.0,2.0,548.0,115.0,1975.0,-37.8951,145.101,3224.0,,,
3768,Oakleigh,2,h,750000.0,14.0,3166.0,2.0,2.0,2.0,607.0,138.0,1950.0,-37.8964,145.0977,3224.0,,,
3769,Oakleigh,3,h,1025000.0,14.0,3166.0,3.0,1.0,2.0,543.0,139.0,1940.0,-37.9023,145.105,3224.0,,,
3770,Oakleigh,3,u,633500.0,14.0,3166.0,3.0,2.0,2.0,279.0,95.0,1930.0,-37.9001,145.1009,3224.0,,,
3771,Oakleigh,4,h,1180000.0,14.0,3166.0,4.0,1.0,2.0,604.0,183.0,1965.0,-37.9087,145.0886,3224.0,,,
3772,Oakleigh,3,h,1225000.0,14.0,3166.0,3.0,1.0,2.0,528.0,112.0,1930.0,-37.9066,145.088,3224.0,,,
3773,Oakleigh,5,h,1600000.0,14.0,3166.0,5.0,3.0,2.0,695.0,305.0,2015.0,-37.8973,145.0979,3224.0,,,
3774,Ripponlea,2,t,755000.0,7.4,3185.0,2.0,2.0,1.0,66.0,111.0,2005.0,-37.8813,144.9964,821.0,,,
3775,Ripponlea,2,u,520000.0,7.4,3185.0,2.0,1.0,1.0,0.0,74.0,1971.0,-37.8788,144.9974,821.0,,,
3776,Cremorne,2,h,1000000.0,2.5,3121.0,2.0,1.0,2.0,176.0,114.0,1920.0,-37.8281,144.9923,1123.0,3121.0,162.26273885350318,628.0
3777,Cremorne,1,u,425000.0,2.5,3121.0,1.0,1.0,1.0,0.0,52.0,2007.0,-37.8301,144.9904,1123.0,3121.0,162.26273885350318,628.0
3778,Cremorne,3,h,1280000.0,2.5,3121.0,3.0,2.0,2.0,324.0,165.0,1880.0,-37.8278,144.9885,1123.0,3121.0,162.26273885350318,628.0
3779,Cremorne,3,h,1475000.0,2.5,3121.0,3.0,2.0,2.0,324.0,165.0,1880.0,-37.8278,144.9885,1123.0,3121.0,162.26273885350318,628.0
3780,Cremorne,2,h,1015000.0,2.5,3121.0,2.0,1.0,1.0,131.0,80.0,1890.0,-37.8274,144.9967,1123.0,3121.0,162.26273885350318,628.0
3781,Cremorne,2,h,930000.0,2.5,3121.0,2.0,1.0,1.0,125.0,68.0,1900.0,-37.8258,144.99200000000005,1123.0,3121.0,162.26273885350318,628.0
3782,Cremorne,3,h,1900000.0,2.5,3121.0,3.0,2.0,2.0,263.0,166.0,2016.0,-37.8266,144.9894,1123.0,3121.0,162.26273885350318,628.0
3783,Cremorne,2,u,662500.0,2.5,3121.0,2.0,1.0,1.0,0.0,75.0,2015.0,-37.8255,144.9948,1123.0,3121.0,162.26273885350318,628.0
3784,Cremorne,2,t,1010000.0,2.5,3121.0,2.0,1.0,1.0,151.0,151.0,1998.0,-37.8311,144.9914,1123.0,3121.0,162.26273885350318,628.0
3785,Cremorne,3,h,1300000.0,2.5,3121.0,3.0,1.0,1.0,326.0,100.0,1890.0,-37.8283,144.9946,1123.0,3121.0,162.26273885350318,628.0
3786,Cremorne,3,h,1300000.0,2.5,3121.0,2.0,2.0,2.0,138.0,108.0,2001.0,-37.8288,144.9891,1123.0,3121.0,162.26273885350318,628.0
3787,South Kingsville,4,h,930000.0,9.1,3015.0,5.0,1.0,3.0,669.0,143.0,1950.0,-37.8305,144.8736,984.0,,,
3788,South Kingsville,2,t,650000.0,9.1,3015.0,2.0,2.0,1.0,151.0,102.0,2011.0,-37.8289,144.8671,984.0,,,
3789,South Kingsville,3,h,985000.0,9.1,3015.0,3.0,1.0,5.0,669.0,124.0,1950.0,-37.8321,144.8736,984.0,,,
3790,South Kingsville,4,t,915000.0,9.1,3015.0,4.0,3.0,1.0,662.0,265.0,2016.0,-37.8307,144.8725,984.0,,,
3791,South Kingsville,3,u,508000.0,9.1,3015.0,3.0,1.0,2.0,144.0,92.0,1980.0,-37.8268,144.8675,984.0,,,
3792,South Kingsville,2,h,420000.0,9.1,3015.0,2.0,1.0,1.0,78.0,130.0,1980.0,-37.8262,144.8677,984.0,,,
3793,South Kingsville,2,u,506000.0,9.1,3015.0,2.0,1.0,1.0,126.0,83.0,1975.0,-37.8315,144.8693,984.0,,,
3794,South Kingsville,2,u,380000.0,9.1,3015.0,2.0,1.0,1.0,78.0,62.0,1960.0,-37.8337,144.8739,984.0,,,
3795,South Kingsville,2,t,611000.0,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,-37.8317,144.8713,984.0,,,
3796,Strathmore Heights,4,h,1260000.0,12.5,3041.0,4.0,2.0,2.0,697.0,277.0,2012.0,-37.7141,144.8995,389.0,,,
3797,Strathmore Heights,4,h,931999.0,12.5,3041.0,4.0,3.0,2.0,528.0,192.0,1966.0,-37.7137,144.8987,389.0,,,
3798,Travancore,3,h,1257000.0,5.3,3032.0,3.0,2.0,1.0,337.0,153.0,1930.0,-37.7813,144.9371,1052.0,3032.0,111.61363636363636,176.0
3799,Travancore,4,h,1562000.0,5.3,3032.0,4.0,2.0,1.0,621.0,192.0,1900.0,-37.7778,144.9346,1052.0,3032.0,111.61363636363636,176.0
3800,Travancore,4,h,1740000.0,5.3,3032.0,3.0,3.0,2.0,650.0,242.0,1925.0,-37.7796,144.935,1052.0,3032.0,111.61363636363636,176.0
3801,Travancore,2,u,315000.0,5.3,3032.0,2.0,1.0,1.0,0.0,51.0,2012.0,-37.7847,144.9383,1052.0,3032.0,111.61363636363636,176.0
3802,Caulfield East,5,h,1335000.0,9.3,3145.0,5.0,2.0,1.0,521.0,208.0,1915.0,-37.8868,145.0462,608.0,,,
3803,Seaholme,5,h,1415000.0,12.7,3018.0,5.0,3.0,6.0,705.0,313.0,2005.0,-37.864,144.8437,852.0,,,
3804,Keilor Park,3,h,720000.0,14.5,3042.0,3.0,1.0,1.0,696.0,132.0,1975.0,-37.725,144.8586,1119.0,,,
3805,Keilor Park,2,t,380000.0,14.5,3042.0,2.0,1.0,1.0,161.0,100.0,2010.0,-37.7251,144.8621,1119.0,,,
3806,Keilor Park,3,u,501000.0,14.5,3042.0,3.0,1.0,1.0,255.0,132.0,1991.0,-37.7243,144.8533,1119.0,,,
3807,Keilor Park,3,h,722000.0,14.5,3042.0,3.0,1.0,1.0,695.0,141.0,1970.0,-37.7259,144.8579,1119.0,,,
3808,Keilor Park,4,t,746000.0,14.5,3042.0,4.0,3.0,1.0,308.0,174.0,1970.0,-37.7231,144.8602,1119.0,,,
3809,Keilor Park,3,u,455000.0,14.5,3042.0,3.0,1.0,1.0,166.0,136.0,1999.0,-37.7169,144.8582,1119.0,,,
3810,Keilor Park,4,t,600000.0,14.5,3042.0,4.0,2.0,1.0,231.0,146.0,2013.0,-37.7263,144.8584,1119.0,,,
3811,Keilor Park,3,h,575000.0,14.5,3042.0,3.0,1.0,1.0,338.0,107.0,1960.0,-37.7212,144.8545,1119.0,,,
3812,Keilor Park,3,h,566000.0,14.5,3042.0,3.0,2.0,2.0,554.0,129.0,1980.0,-37.7212,144.8598,1119.0,,,
3813,Gardenvale,3,h,1250000.0,9.8,3185.0,3.0,2.0,2.0,236.0,193.0,2004.0,-37.8982,145.0121,534.0,,,
3814,Gardenvale,2,u,393000.0,9.8,3185.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.8971,145.0093,534.0,,,
3815,Gardenvale,2,u,595000.0,9.8,3185.0,2.0,1.0,1.0,0.0,75.0,1960.0,-37.8994,145.0101,534.0,,,
3816,Gardenvale,4,h,2200000.0,9.8,3185.0,4.0,3.0,3.0,474.0,230.0,2010.0,-37.8988,145.0098,534.0,,,
3817,Princes Hill,4,h,1908000.0,3.7,3054.0,4.0,2.0,1.0,256.0,156.0,1890.0,-37.7833,144.9681,1008.0,,,
3818,Aberfeldie,3,h,1300000.0,9.1,3040.0,3.0,3.0,2.0,240.0,240.0,2013.0,-37.762,144.8916,1543.0,,,
3819,Aberfeldie,2,h,470000.0,9.1,3040.0,2.0,1.0,1.0,70.0,72.3,1980.0,-37.7564,144.9043,1543.0,,,
3820,Aberfeldie,4,h,1740000.0,9.1,3040.0,4.0,2.0,2.0,746.0,161.0,1950.0,-37.7595,144.8993,1543.0,,,
3821,Albert Park,3,h,1700000.0,3.3,3206.0,3.0,1.0,1.0,178.0,116.0,1910.0,-37.8473,144.9495,3280.0,,,
3822,Albert Park,1,u,1100000.0,3.3,3206.0,1.0,1.0,1.0,0.0,64.0,1888.0,-37.8487,144.9511,3280.0,,,
3823,Albert Park,3,h,2150000.0,3.3,3206.0,3.0,1.0,1.0,163.0,85.0,1890.0,-37.8473,144.955,3280.0,,,
3824,Albert Park,2,h,1190000.0,3.3,3206.0,2.0,1.0,0.0,111.0,70.0,1915.0,-37.8445,144.9489,3280.0,,,
3825,Altona North,3,h,916000.0,11.1,3025.0,3.0,1.0,2.0,606.0,109.0,1970.0,-37.8326,144.8594,5132.0,,,
3826,Altona North,3,h,910000.0,11.1,3025.0,3.0,1.0,3.0,535.0,132.0,1970.0,-37.8322,144.8399,5132.0,,,
3827,Armadale,2,u,480000.0,6.3,3143.0,2.0,1.0,1.0,0.0,66.23,1960.0,-37.8624,145.0223,4836.0,,,
3828,Armadale,2,u,852000.0,6.3,3143.0,2.0,1.0,1.0,869.0,74.0,1980.0,-37.8603,145.0224,4836.0,,,
3829,Armadale,1,u,405000.0,6.3,3143.0,1.0,1.0,0.0,0.0,48.0,1966.0,-37.8531,145.0115,4836.0,,,
3830,Ascot Vale,5,h,2100000.0,5.9,3032.0,5.0,3.0,3.0,468.0,274.0,1925.0,-37.7822,144.9065,6567.0,3032.0,111.61363636363636,176.0
3831,Ascot Vale,3,h,1435000.0,5.9,3032.0,3.0,1.0,1.0,450.0,155.0,1920.0,-37.7756,144.9148,6567.0,3032.0,111.61363636363636,176.0
3832,Ascot Vale,2,h,1020000.0,5.9,3032.0,2.0,1.0,1.0,226.0,98.0,1920.0,-37.7761,144.9165,6567.0,3032.0,111.61363636363636,176.0
3833,Ascot Vale,4,t,900000.0,5.9,3032.0,4.0,3.0,2.0,0.0,159.0,2011.0,-37.7831,144.9209,6567.0,3032.0,111.61363636363636,176.0
3834,Ashwood,2,h,1495000.0,12.2,3147.0,2.0,1.0,2.0,803.0,95.0,1950.0,-37.8683,145.1064,2894.0,,,
3835,Ashwood,2,u,822000.0,12.2,3147.0,2.0,1.0,1.0,78.0,59.0,1970.0,-37.8677,145.0981,2894.0,,,
3836,Ashwood,3,u,890000.0,12.2,3147.0,3.0,2.0,2.0,235.0,130.0,2006.0,-37.8625,145.1083,2894.0,,,
3837,Avondale Heights,3,u,765000.0,10.5,3034.0,3.0,2.0,1.0,292.0,150.0,2008.0,-37.7593,144.8561,4502.0,,,
3838,Avondale Heights,4,h,1300000.0,10.5,3034.0,4.0,3.0,2.0,656.0,322.0,1990.0,-37.7522,144.8659,4502.0,,,
3839,Avondale Heights,3,h,760000.0,10.5,3034.0,3.0,1.0,1.0,585.0,99.0,1960.0,-37.7574,144.8574,4502.0,,,
3840,Balwyn North,2,h,1900000.0,9.2,3104.0,2.0,1.0,2.0,667.0,130.0,1955.0,-37.7926,145.0842,7809.0,,,
3841,Balwyn North,3,u,700000.0,9.2,3104.0,3.0,1.0,1.0,350.0,120.0,1950.0,-37.7862,145.0739,7809.0,,,
3842,Balwyn North,4,h,1890000.0,9.2,3104.0,4.0,3.0,2.0,636.0,227.0,1960.0,-37.789,145.0938,7809.0,,,
3843,Balwyn North,4,h,1725000.0,9.2,3104.0,4.0,3.0,2.0,627.0,213.0,1970.0,-37.7827,145.0945,7809.0,,,
3844,Bellfield,3,h,894000.0,9.5,3081.0,3.0,2.0,3.0,601.0,101.51,1950.0,-37.7524,145.0393,790.0,,,
3845,Bentleigh,3,t,1375000.0,13.0,3204.0,3.0,3.0,2.0,338.0,194.0,2012.0,-37.9166,145.0418,6795.0,,,
3846,Bentleigh,2,u,725000.0,13.0,3204.0,2.0,1.0,1.0,0.0,115.0,2006.0,-37.9296,145.0498,6795.0,,,
3847,Bentleigh East,4,h,1515000.0,13.9,3165.0,4.0,3.0,2.0,635.0,200.0,1950.0,-37.9107,145.0745,10969.0,,,
3848,Bentleigh East,3,h,986000.0,13.9,3165.0,3.0,1.0,3.0,337.0,100.0,1950.0,-37.9331,145.0586,10969.0,,,
3849,Bentleigh East,3,t,1225000.0,13.9,3165.0,3.0,2.0,2.0,372.0,180.0,2008.0,-37.9127,145.0694,10969.0,,,
3850,Bentleigh East,3,h,810000.0,13.9,3165.0,3.0,1.0,1.0,294.0,105.0,1950.0,-37.919,145.0803,10969.0,,,
3851,Bentleigh East,2,u,535000.0,13.9,3165.0,2.0,1.0,1.0,1026.0,68.11,1970.0,-37.911,145.0711,10969.0,,,
3852,Bentleigh East,4,h,1292000.0,13.9,3165.0,4.0,1.0,2.0,587.0,161.0,1950.0,-37.9194,145.05700000000004,10969.0,,,
3853,Bentleigh East,3,h,959000.0,13.9,3165.0,3.0,2.0,2.0,557.0,119.0,1960.0,-37.9076,145.06799999999996,10969.0,,,
3854,Box Hill,2,u,780000.0,13.1,3128.0,2.0,1.0,1.0,171.0,80.0,2014.0,-37.8158,145.1384,4605.0,3128.0,111.44392523364486,214.0
3855,Box Hill,3,h,1760000.0,13.1,3128.0,3.0,1.0,2.0,689.0,152.0,1920.0,-37.8262,145.1301,4605.0,3128.0,111.44392523364486,214.0
3856,Box Hill,3,h,2080000.0,13.1,3128.0,3.0,2.0,2.0,693.0,158.0,1925.0,-37.8229,145.1217,4605.0,3128.0,111.44392523364486,214.0
3857,Braybrook,2,h,610000.0,10.8,3019.0,2.0,1.0,2.0,555.0,74.0,1950.0,-37.7854,144.8463,3589.0,,,
3858,Braybrook,2,h,760000.0,10.8,3019.0,2.0,1.0,1.0,604.0,82.0,1950.0,-37.782,144.8528,3589.0,,,
3859,Braybrook,3,t,441700.0,10.8,3019.0,3.0,2.0,1.0,145.0,107.0,2003.0,-37.7894,144.8463,3589.0,,,
3860,Braybrook,4,h,1000000.0,10.8,3019.0,4.0,3.0,2.0,475.0,319.0,2002.0,-37.7759,144.8552,3589.0,,,
3861,Brighton,3,h,2575000.0,11.2,3186.0,3.0,2.0,2.0,517.0,195.0,1920.0,-37.894,144.9977,10579.0,,,
3862,Brighton,4,t,2900000.0,11.2,3186.0,4.0,4.0,2.0,473.0,292.0,2013.0,-37.9104,144.9999,10579.0,,,
3863,Brighton,3,h,2225000.0,11.2,3186.0,3.0,2.0,2.0,0.0,167.0,1980.0,-37.911,144.9866,10579.0,,,
3864,Brighton,2,t,975000.0,11.2,3186.0,2.0,1.0,1.0,444.0,182.0,1915.0,-37.8993,145.0046,10579.0,,,
3865,Brighton,4,h,4225000.0,11.2,3186.0,4.0,2.0,2.0,920.0,333.0,1990.0,-37.8981,144.9902,10579.0,,,
3866,Brighton,3,t,2100000.0,11.2,3186.0,3.0,2.0,4.0,0.0,145.0,1970.0,-37.928,145.0002,10579.0,,,
3867,Brighton,2,u,520000.0,11.2,3186.0,2.0,1.0,1.0,1647.0,73.0,2004.0,-37.8847,144.9972,10579.0,,,
